*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=ttcc
*Date=19:00:23
*CreatedBy=Fritzing 0.9.6b..
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
115;;;312.787;-112.506;0;Bottom;MX138
116;;300 mil [THT];274.599;-122.222;0;Bottom;D83
117;;;168.402;-106.728;0;Bottom;Via16
118;;;179.418;-169.647;0;Bottom;MX91
119;;300 mil [THT];179.349;-122.222;0;Bottom;D87
120;;;131.792;-169.659;0;Bottom;MX82
121;;;140.716;-88.948;0;Bottom;Via30
122;;;286.766;-210.404;0;Bottom;Hole74
123;;300 mil [THT];274.599;-26.972;0;Bottom;D111
124;;300 mil [THT];36.6014;-122.222;0;Bottom;D79
125;;300 mil [THT];274.599;-179.372;0;Bottom;D34
126;;;326.136;-4.112;0;Bottom;Hole128
127;;;55.5952;-36.3224;0;Bottom;MX205
128;;;217.544;-112.496;0;Bottom;MX135
129;;;122.908;-90.6978;0;Bottom;Via23
130;;;74.6512;-131.554;0;Bottom;MX118
131;;;267.716;-115.154;0;Bottom;Hole98
132;;;163.83;-194.065;0;Bottom;Via10
133;;;132.722;-102.664;-90;Bottom;TXT2
134;;;198.486;-74.422;0;Bottom;MX168
135;;;93.6888;-188.689;0;Bottom;MX79
136;;;217.528;-65.017;0;Bottom;MX233
137;;;263.86;-53.3473;0;Bottom;Hole113
138;;;137.779;-122.424;-90;Bottom;TXT2
139;;;44.8181;-77.054;0;Bottom;Hole88
140;;;74.6512;-169.655;0;Bottom;MX86
141;;;217.53;-207.746;0;Bottom;MX56
142;;;131.792;-55.3464;0;Bottom;MX178
143;;;37.3858;-198.597;-90;Bottom;IMG3
144;;;225.788;-53.3473;0;Bottom;Hole105
145;;;160.302;-133.172;0;Bottom;Via7
146;;;29.5772;-210.404;0;Bottom;Hole70
147;;;179.418;-36.3055;0;Bottom;MX203
148;;;36.5444;-150.59;0;Bottom;MX96
149;;;225.788;-77.054;0;Bottom;Hole104
150;;;305.816;-210.404;0;Bottom;Hole78
151;;;198.5;-112.513;0;Bottom;MX136
152;;;217.53;-169.647;0;Bottom;MX87
153;;;131.792;-93.4578;0;Bottom;MX146
154;;300 mil [THT];55.6514;-179.372;0;Bottom;D30
155;;;122.908;-67.3439;0;Bottom;Via24
156;;;255.6;-65.017;0;Bottom;MX235
157;;300 mil [THT];312.699;-217.472;0;Bottom;D10
158;;;112.754;-150.605;0;Bottom;MX101
159;;300 mil [THT];293.649;-103.172;0;Bottom;D89
160;;;93.6888;-131.558;0;Bottom;MX127
161;;;229.635;-77.054;0;Bottom;Hole106
162;;;162.56;-130.604;0;Bottom;Via9
163;;;142.859;-122.424;-90;Bottom;TXT2
164;;;179.418;-131.546;0;Bottom;MX123
165;;;274.665;-169.667;0;Bottom;MX81
166;;;210.548;-77.054;0;Bottom;Hole102
167;;300 mil [THT];55.6514;-160.322;0;Bottom;D46
168;;;74.6512;-188.685;0;Bottom;MX70
169;;;236.616;-65.017;0;Bottom;MX234
170;;;282.91;-77.054;0;Bottom;Hole116
171;;300 mil [THT];255.549;-141.272;0;Bottom;D69
172;;300 mil [THT];179.349;-179.372;0;Bottom;D32
173;;;256.428;-65.2475;-90;Bottom;IMG3
174;;;166.878;-108.252;0;Bottom;Via18
175;;;198.486;-55.3512;0;Bottom;MX184
176;;;17.5071;-36.3223;0;Bottom;MX204
177;;;121.638;-92.7439;0;Bottom;Via22
178;;300 mil [THT];74.7014;-141.272;0;Bottom;D67
179;;300 mil [THT];274.599;-160.322;0;Bottom;D50
180;;;293.728;-36.324;0;Bottom;MX195
181;;;248.619;-53.3473;0;Bottom;Hole111
182;;;145.399;-122.424;-90;Bottom;TXT2
183;;300 mil [THT];55.6514;-122.222;0;Bottom;D78
184;;;55.5952;-17.2629;0;Bottom;MX221
185;;;4.064;-221.536;0;Bottom;Hole126
186;;300 mil [THT];255.549;-26.972;0;Bottom;D112
187;;;321.057;-210.404;0;Bottom;Hole80
188;;;112.754;-131.559;0;Bottom;MX117
189;;;131.793;-207.758;0;Bottom;MX54
190;;300 mil [THT];274.599;-46.022;0;Bottom;D110
191;;;125.085;-122.881;-90;Bottom;TXT2
192;;;217.53;-93.4462;0;Bottom;MX151
